title,type,summary,genre
The Big Blue,MOVIE,"Two men answer the call of the ocean in this romantic fantasy-adventure.  Jacques and Enzo are a pair of friends who have been close since childhood, and who share a passion for the dangerous sport of free diving. Professional diver Jacques opted to follow in the footsteps of his father, who died at sea when Jacques was a boy; to the bewilderment of scientists, Jacques harbors a remarkable ability to adjust his heart rate and breathing pattern in the water, so that his vital signs more closely resemble that of dolphins than men.  As Enzo persuades a reluctant Jacques to compete against him in a free diving contest -- determining who can dive deeper and longer without scuba gear -- Jacques meets Johana, a beautiful insurance investigator from America, and he finds that he must choose between his love for her and his love of the sea.","Adventure,Drama,Romance"
The One and Only Ivan,MOVIE,"A gorilla named Ivan who’s living in a suburban shopping mall tries to piece together his past, with the help of other animals, as they hatch a plan to escape from captivity.","Family,Comedy,Drama"
Birdman or (The Unexpected Virtue of Ignorance),MOVIE,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.","Drama,Comedy"
3096 Days,MOVIE,A young Austrian girl is kidnapped and held in captivity for eight years. Based on the real-life case of Natascha Kampusch.,Drama
Red Desert,MOVIE,"Amid the modern wastelands and toxic factories of Italy, wife and mother Giuliana desperately tries to conceal her tenuous grip on reality from those around her, especially her successful yet neglectful husband, Ugo. Ugo's old pal, Corrado, shows up in town on a business trip and is more sensitive to Giuliana's anxieties. They begin an affair, but it does little to quell Giuliana's existential fears, and her mental state rapidly deteriorates.",Drama
The First Day of the Rest of Your Life,MOVIE,A sprawling drama centered on five key days in a family's life.,Drama
About Elly,MOVIE,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,Drama
Cell 211,MOVIE,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.","Action,Thriller,Drama"
True Grit,MOVIE,"The murder of her father sends a teenage tomboy on a mission of 'justice', which involves avenging her father's death. She recruits a tough old marshal, 'Rooster' Cogburn because he has 'true grit', and a reputation of getting the job done.",Western
In Bruges,MOVIE,"Ray and Ken, two hit men, are in Bruges, Belgium, waiting for their next mission. While they are there they have time to think and discuss their previous assignment. When the mission is revealed to Ken, it is not what he expected.","Comedy,Drama,Crime"
Desert Flower,MOVIE,"The autobiography of a Somalian nomad who was sold in marriage at 13, fled from Africa a while later to become finally an American supermodel and is now at the age of 38, the UN spokeswoman against female genital mutilation.",Drama
The Adventures of Robin Hood,MOVIE,Robin Hood fights nobly for justice against the evil Sir Guy of Gisbourne while striving to win the hand of the beautiful Maid Marian.,"Adventure,Action,Romance"
Shane,MOVIE,"A weary gunfighter attempts to settle down with a homestead family, but a smouldering settler and rancher conflict forces him to act.","Drama,Western"
Eyes Wide Shut,MOVIE,"After Dr. Bill Harford's wife, Alice, admits to having sexual fantasies about a man she met, Bill becomes obsessed with having a sexual encounter. He discovers an underground sexual group and attends one of their meetings -- and quickly discovers that he is in over his head.","Drama,Thriller,Mystery"
Barton Fink,MOVIE,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,"Comedy,Drama,Crime"
Dragon Ball Z: Bardock - The Father of Goku,MOVIE,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre.","Animation,Action,Science Fiction,Drama,Fantasy"
Glory Road,MOVIE,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.","Drama,History"
Everything You Want,MOVIE,"An aimless young troublemaker, Alessandro, squanders his days gambling and getting into fights, and he often spends his nights in jail. With few prospects, he begrudgingly accepts a job as a companion to Giorgio, an elderly poet suffering from Alzheimer’s. On their daily walks, the two banter and become friends, and Alessandro quickly learns more about this forgotten poet as the old man’s memory drifts. After learning a secret from Giorgio’s past, Alessandro and his friends work to uncover the mystery of this tale, an unexpected history lesson and a touching coming-of-age adventure.","Comedy,Drama"
No Time to Die,MOVIE,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.","Adventure,Action,Thriller"
The Farewell,MOVIE,A headstrong Chinese-American woman returns to China when her beloved grandmother is given a terminal diagnosis. Billi struggles with her family's decision to keep grandma in the dark about her own illness as they all stage an impromptu wedding to see grandma one last time.,"Comedy,Drama"
Spirit Untamed,MOVIE,Lucky Prescott's life is changed forever when she moves from her home in the city to a small frontier town and befriends a wild mustang named Spirit.,"Animation,Adventure,Family,Western"
Dunkirk,MOVIE,"The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.","War,Action,Drama"
Fist of Legend,MOVIE,"Chen Zhen, a Chinese engineering student in Kyoto, who braves the insults and abuse of his Japanse fellow students for his local love Mitsuko Yamada, daughter of the director, returns in 1937 to his native Shangai, under Japanse protectorate -in fact military occupation- after reading about the death of his kung-fu master Hou Ting-An in a fight against the Japanese champion Ryuichi Akutagawa.",Action
Scooby-Doo and the Ghoul School,MOVIE,"Scooby, Shaggy and Scrappy Doo are on their way to a Miss Grimwood's Finishing School for Girls, where they have been hired as gym teachers. Once there, however, they find that it is actually a school for girl ghouls.","Adventure,Animation,Mystery,Family,TV Movie,Comedy,Fantasy"
Adam's Apples,MOVIE,A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,"Drama,Comedy,Crime"
Beauty and the Beast,MOVIE,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.","Drama,Fantasy,Romance"
Mulan: Rise of a Warrior,MOVIE,"When barbarian hordes threaten her homeland, the brave and cunning Mulan disguises herself as a male soldier to swell the ranks in her aging father's stead. The warrior's remarkable courage drives her through powerful battle scenes and brutal wartime strategy. Mulan loses dear friends to the enemy's blade as she rises to become one of her country's most valuable leaders — but can she win the war before her secret is exposed?","Adventure,Drama,Action"
